"customer_id","customer_type","last_purch","dollars","beverage1","beverage2","beverage3","beverage4","beverage5","beverage6","buyer"
3790,"restaurant",31,4277,1,0,2,3,0,0,0
3791,"restaurant",11,6503,4,2,1,0,1,1,0
3792,"restaurant",11,5772,1,0,2,3,1,1,0
3793,"bar",29,2878,0,0,1,2,1,0,0
3794,"bar",27,4337,0,1,1,2,0,2,0
3795,"bar",9,6546,1,2,0,1,3,2,0
3796,"bar",31,4332,0,1,2,2,1,0,0
3797,"restaurant",1,5802,4,1,0,3,0,0,0
3798,"restaurant",9,4339,1,0,0,3,2,0,0
3799,"restaurant",11,4349,0,0,1,3,2,0,0
3800,"bar",25,2158,0,0,1,0,0,2,0
3801,"restaurant",15,7317,2,6,1,1,0,0,0
3802,"restaurant",13,5824,0,1,1,4,1,1,0
3803,"restaurant",13,5831,0,1,1,3,1,2,0
3804,"restaurant",9,2916,1,0,1,1,0,1,0
3805,"bar",15,7195,2,1,2,0,2,3,0
3806,"bar",23,4364,1,1,1,1,0,2,0
3807,"bar",23,3624,2,3,0,0,0,0,0
3808,"restaurant",35,2954,1,0,0,1,0,2,0
3809,"restaurant",11,5156,3,0,1,1,1,1,0
3810,"restaurant",13,6454,2,3,0,3,0,1,0
3811,"bar",3,5751,0,2,1,4,1,0,0
3812,"bar",27,5162,2,1,0,2,1,1,0
3813,"restaurant",29,5692,1,1,0,5,1,0,0
3814,"restaurant",27,4282,0,0,1,2,2,1,0
3815,"restaurant",15,4300,1,2,1,2,0,0,0
3816,"restaurant",15,4447,2,1,0,1,1,1,0
3817,"bar",13,5085,0,2,0,2,1,2,0
3818,"restaurant",15,4993,1,1,0,3,0,2,0
3819,"bar",9,5774,0,2,1,2,0,3,0
3820,"bar",11,5873,0,4,0,3,1,0,0
3821,"restaurant",9,6406,3,1,0,3,0,2,0
3822,"bar",23,4384,0,0,2,3,0,1,0
3823,"restaurant",3,5047,0,2,0,3,0,2,0
3824,"bar",29,5734,1,1,3,1,1,1,0
3825,"restaurant",31,3566,0,1,0,2,1,1,0
3826,"bar",15,3566,0,0,1,2,2,0,0
3827,"bar",7,5798,1,2,0,4,0,1,0
3828,"restaurant",23,5738,2,1,0,2,2,1,0
3829,"bar",7,4352,0,2,2,1,1,0,0
3830,"restaurant",3,6569,2,2,1,3,1,0,0
3831,"bar",3,5827,0,1,2,2,3,0,0
3832,"bar",9,6358,2,1,4,1,0,1,0
3833,"restaurant",33,2154,1,0,0,1,1,0,0
3834,"restaurant",11,6398,1,0,1,4,1,2,0
3835,"restaurant",7,4954,2,0,3,1,1,0,0
3836,"restaurant",33,2893,0,2,0,2,0,0,0
3837,"bar",3,7237,5,1,0,2,2,0,0
3838,"bar",9,4333,1,2,0,1,2,0,0
3839,"restaurant",33,2890,1,0,0,1,1,1,0
3840,"restaurant",9,6586,3,3,0,1,1,1,0
3841,"bar",35,4277,0,2,1,3,0,0,0
3842,"restaurant",15,6575,0,1,0,5,2,1,0
3843,"restaurant",33,5624,1,2,2,1,0,2,0
3844,"restaurant",21,2118,0,1,0,1,0,1,0
3845,"restaurant",35,4346,0,3,0,3,0,0,0
3846,"restaurant",11,6622,2,1,2,1,3,0,1
3847,"bar",13,7256,2,2,1,3,1,1,1
3848,"bar",3,4435,2,1,1,1,0,1,1
3849,"bar",13,7303,1,1,0,5,1,2,1
3850,"restaurant",11,6453,1,1,0,3,1,3,1
3851,"restaurant",3,5644,0,1,1,3,2,1,1
3852,"restaurant",9,4913,3,1,0,1,1,1,1
3853,"restaurant",3,4277,0,1,0,2,1,2,1
3854,"restaurant",31,5815,0,4,0,1,0,3,1
3855,"restaurant",5,7291,0,3,3,1,2,1,1
3856,"restaurant",13,5689,2,1,0,2,1,2,1
3857,"bar",5,5896,1,1,1,1,3,1,1
3858,"bar",1,6348,1,3,1,2,1,1,1
3859,"restaurant",5,6456,1,1,1,4,1,1,1
3860,"restaurant",17,6567,0,2,1,3,2,1,1
3861,"restaurant",3,5100,2,2,0,1,1,1,1
3862,"restaurant",5,4964,0,1,1,1,2,2,1
3863,"bar",33,2171,0,1,0,0,1,1,1
3864,"restaurant",9,6382,1,1,2,2,3,0,1
3865,"restaurant",11,5788,2,1,0,1,3,1,1
3866,"restaurant",19,4268,1,0,0,1,3,1,1
3867,"restaurant",15,6660,2,0,0,3,2,2,1
3868,"bar",11,5759,1,2,0,3,0,2,1
3869,"restaurant",3,5755,0,3,0,2,1,2,1
3870,"restaurant",5,7184,3,2,0,2,2,1,1
3871,"bar",11,4252,1,3,1,0,0,1,1
3872,"bar",9,8772,0,4,3,1,2,2,1
3873,"bar",13,5893,1,0,0,4,1,2,1
3874,"bar",1,4234,1,0,0,0,3,2,1
3875,"restaurant",11,4993,0,2,2,1,2,0,1
3876,"restaurant",7,6454,3,1,0,1,3,1,1
3877,"restaurant",3,5550,0,2,0,2,3,1,1
3878,"bar",11,3624,0,1,0,0,2,2,1
3879,"bar",3,7235,3,0,1,3,2,1,1
3880,"restaurant",15,4265,1,1,0,1,1,2,1
3881,"bar",11,7950,1,4,1,2,1,2,1
3882,"restaurant",9,5120,1,2,1,1,0,2,1
3883,"restaurant",15,4904,2,1,0,1,3,0,1
3884,"bar",5,4312,0,2,0,1,2,1,1
3885,"restaurant",7,5089,0,1,0,1,4,1,1
3886,"restaurant",27,2812,0,0,0,2,1,1,1
3887,"restaurant",7,5087,0,2,1,1,2,1,1
3888,"restaurant",15,4345,1,3,0,1,1,0,1
3889,"restaurant",11,5829,0,3,0,2,2,1,1
3890,"restaurant",3,5905,1,0,0,4,2,1,1
3891,"bar",7,4392,1,1,0,1,2,1,1
3892,"bar",13,7680,1,3,1,1,3,2,1
3893,"restaurant",11,4389,1,0,1,2,2,0,1
3894,"bar",9,5721,0,0,2,0,4,2,1
3895,"restaurant",13,5163,0,1,1,2,3,0,1
3896,"bar",13,7355,2,1,2,3,1,1,1
3897,"bar",9,5098,1,1,0,3,2,0,1
3898,"bar",11,4951,1,0,1,2,2,1,1
3899,"restaurant",15,3587,1,1,2,0,1,0,1
3900,"restaurant",23,5766,1,3,1,0,3,0,1
3901,"bar",15,7670,0,3,1,4,2,1,1
3902,"bar",1,4232,0,1,1,1,3,0,1
3903,"bar",3,5727,1,3,0,2,1,1,1
3904,"bar",7,6990,1,5,3,0,1,0,1
3905,"restaurant",13,6660,0,5,1,0,3,0,1
3906,"restaurant",13,6374,0,3,1,2,1,2,1
3907,"restaurant",3,2883,0,2,0,0,1,1,1
3908,"restaurant",3,6523,0,2,2,1,2,2,1
3909,"bar",11,4408,1,1,2,1,1,0,1
3910,"restaurant",15,4257,1,0,0,2,1,2,1
3911,"bar",7,6641,2,1,1,2,1,2,1
3912,"bar",31,5055,0,2,1,2,2,0,0
3913,"bar",7,2877,1,1,1,1,0,0,0
3914,"restaurant",5,5010,2,2,0,1,2,0,0
3915,"bar",23,4342,0,1,0,3,1,1,0
3916,"restaurant",27,3517,2,2,0,0,1,0,0
3917,"bar",31,2874,0,0,1,1,1,1,0
3918,"bar",25,7279,0,1,2,2,3,2,0
3919,"bar",11,6526,1,1,4,2,1,0,0
3920,"bar",31,6485,1,2,3,3,0,0,0
3921,"bar",3,5849,2,1,3,1,0,1,0
3922,"bar",11,2893,0,0,1,2,1,0,0
3923,"restaurant",11,7306,1,1,0,3,1,4,0
3924,"restaurant",23,4284,1,0,1,2,1,1,0
3925,"restaurant",7,3623,1,2,0,1,1,0,0
3926,"restaurant",15,5120,1,1,2,2,0,1,0
3927,"bar",25,5120,2,1,2,1,1,0,0
3928,"restaurant",15,4331,1,0,1,2,1,1,0
3929,"bar",31,2139,1,1,1,0,0,0,0
3930,"bar",11,5047,0,3,1,2,1,0,0
3931,"restaurant",11,7980,2,2,1,3,1,2,0
3932,"restaurant",9,3617,1,2,0,2,0,0,0
3933,"bar",11,7209,3,1,0,2,1,3,0
3934,"restaurant",15,4978,1,2,2,1,0,1,0
3935,"bar",19,5870,2,3,2,0,0,1,0
3936,"bar",7,5718,1,0,2,2,3,0,0
3937,"restaurant",11,5654,1,0,1,4,1,1,0
3938,"restaurant",15,4969,2,2,0,3,0,0,0
3939,"bar",25,2856,1,1,1,0,1,0,0
3940,"restaurant",15,4389,0,1,2,1,2,0,0
3941,"bar",3,4993,2,0,1,2,1,1,0
3942,"restaurant",15,5059,1,3,2,1,0,0,0
3943,"bar",13,5869,0,3,2,2,1,0,0
3944,"restaurant",13,5830,2,2,0,4,0,0,0
3945,"restaurant",11,4455,1,1,1,3,0,0,0
3946,"bar",7,4324,1,2,1,2,0,0,0
3947,"restaurant",7,3625,0,1,1,2,1,0,0
3948,"bar",9,6648,2,0,2,3,1,1,0
3949,"restaurant",15,6523,2,1,1,2,1,2,0
3950,"bar",17,2849,1,0,1,1,1,0,0
3951,"restaurant",15,2879,0,0,0,4,0,0,0
3952,"restaurant",5,5097,1,1,1,1,2,1,0
3953,"bar",9,4242,0,1,1,3,0,1,0
3954,"bar",15,5932,0,1,0,4,2,1,0
3955,"restaurant",13,3693,0,0,1,1,3,0,0
3956,"bar",33,3652,0,1,1,3,0,0,0
3957,"bar",7,2852,1,1,1,1,0,0,0
3958,"restaurant",5,4331,1,2,1,1,1,0,0
3959,"restaurant",15,7289,1,3,0,4,2,0,0
3960,"restaurant",29,4933,1,1,0,4,0,1,0
3961,"bar",7,6581,1,1,2,2,1,2,0
3962,"bar",13,4280,0,1,1,2,0,2,0
3963,"bar",15,6506,3,2,3,1,0,0,0
3964,"bar",21,6460,1,1,1,5,1,0,0
3965,"restaurant",9,5637,1,1,3,1,1,1,0
3966,"bar",15,6424,1,1,2,4,0,1,0
3967,"restaurant",31,5123,1,2,1,2,0,1,0
3968,"restaurant",29,2142,0,1,0,0,0,2,0
3969,"bar",9,6555,2,0,3,1,1,2,0
3970,"restaurant",9,5093,2,0,1,2,0,2,0
3971,"restaurant",13,5694,0,2,2,3,1,0,0
3972,"bar",13,7137,0,2,3,3,0,2,0
3973,"bar",27,4272,0,1,2,3,0,0,0
3974,"restaurant",21,6417,1,1,2,2,0,3,0
3975,"restaurant",23,750,0,1,0,0,0,0,0
3976,"restaurant",13,7220,0,3,1,4,1,1,0
3977,"bar",15,3537,0,1,2,1,1,0,0
3978,"restaurant",3,2898,1,2,0,1,0,0,0
3979,"restaurant",5,4283,1,1,2,0,2,0,0
3980,"restaurant",11,5018,0,0,3,1,2,1,0
3981,"bar",1,3573,1,2,0,0,0,2,0
3982,"restaurant",7,5012,0,2,1,1,1,2,0
3983,"bar",7,3625,1,1,1,1,1,0,0
3984,"restaurant",7,3577,0,2,0,2,1,0,0
3985,"restaurant",7,4373,1,0,1,2,0,2,0
3986,"bar",13,6520,2,2,2,0,2,1,0
3987,"bar",23,3628,0,2,2,0,1,0,0
3988,"bar",11,7192,1,3,2,2,1,1,0
3989,"bar",11,5047,3,1,2,1,0,0,0
3990,"restaurant",3,6413,1,1,0,5,1,1,0
3991,"bar",19,2854,0,0,1,0,2,1,0
3992,"restaurant",13,5103,1,2,0,2,1,1,0
3993,"restaurant",7,4942,0,1,2,1,0,3,0
3994,"bar",21,5860,0,2,0,3,2,1,0
3995,"restaurant",13,4312,0,1,2,2,0,1,0
3996,"restaurant",15,4240,2,1,1,1,0,1,0
3997,"restaurant",7,5021,1,1,2,1,0,2,0
3998,"bar",21,3601,0,1,0,2,2,0,0
3999,"restaurant",21,5066,0,0,2,2,2,1,0
4000,"restaurant",15,4967,3,1,0,1,1,1,0
4001,"restaurant",5,5880,1,0,0,3,0,4,0
4002,"restaurant",15,4932,1,1,1,2,2,0,0
4003,"restaurant",15,4341,1,0,1,1,2,1,0
4004,"restaurant",15,3638,0,0,1,1,1,2,0
4005,"bar",13,5050,1,0,3,3,0,0,0
4006,"restaurant",11,7254,2,1,0,5,1,1,0
4007,"bar",15,5037,0,3,3,1,0,0,0
4008,"bar",15,4349,0,1,2,3,0,0,0
4009,"bar",33,2199,0,2,0,1,0,0,0
4010,"restaurant",23,2869,1,1,0,1,1,0,0
4011,"bar",29,6490,0,1,1,5,2,0,0
4012,"bar",9,5080,0,1,2,2,0,2,0
4013,"restaurant",15,5107,1,3,1,2,0,0,0
4014,"restaurant",7,5819,1,1,1,4,1,0,0
4015,"bar",23,3626,0,1,2,1,1,0,0
4016,"bar",17,6555,1,0,3,2,2,1,0
4017,"bar",13,5824,2,1,0,3,0,2,0
4018,"bar",9,5087,0,1,0,3,0,3,0
4019,"restaurant",13,6482,2,1,1,3,1,1,0
4020,"restaurant",25,4168,0,1,0,4,0,1,0
4021,"restaurant",1,6397,2,4,1,2,0,0,0
4022,"restaurant",15,4391,0,2,1,2,1,0,0
4023,"bar",23,1459,0,1,0,1,0,0,0
4024,"bar",13,5097,0,2,1,1,1,2,0
4025,"bar",11,3576,2,2,1,0,0,0,0
4026,"restaurant",27,6387,0,1,0,5,3,0,0
4027,"restaurant",9,5108,0,2,1,1,1,2,0
4028,"restaurant",11,4331,3,1,1,0,0,1,0
4029,"bar",13,5796,1,3,0,4,0,0,0
4030,"restaurant",15,3584,0,0,1,3,0,1,0
4031,"bar",21,7238,2,1,2,4,0,1,0
4032,"restaurant",15,6453,1,2,0,3,1,2,0
4033,"bar",9,5785,2,3,2,1,0,0,0
4034,"bar",27,4385,0,2,0,3,0,1,0
4035,"restaurant",21,3597,1,2,1,1,0,0,0
4036,"bar",13,7131,1,2,3,2,2,0,0
4037,"restaurant",9,5676,0,0,3,4,0,1,0
4038,"bar",7,4272,1,1,1,1,2,0,0
4039,"restaurant",15,2837,1,0,1,1,0,1,0
4040,"bar",11,5711,1,3,1,1,1,1,0
4041,"bar",15,4368,1,1,1,2,1,0,0
4042,"restaurant",11,5076,2,0,1,4,0,0,0
4043,"bar",25,3017,2,1,1,0,0,0,0
4044,"bar",1,5726,2,1,2,2,0,1,0
4045,"restaurant",3,3634,0,1,1,2,0,1,0
4046,"bar",11,4222,1,1,0,2,1,1,0
4047,"restaurant",29,4230,1,1,2,0,2,0,0
4048,"restaurant",1,4278,1,2,1,1,0,1,0
4049,"restaurant",7,5737,1,2,1,3,0,1,0
4050,"bar",27,2876,1,0,1,0,1,1,0
4051,"restaurant",29,3748,0,1,0,4,0,0,0
4052,"restaurant",15,4286,1,1,2,1,0,1,0
4053,"bar",9,5069,0,0,2,3,0,2,0
4054,"restaurant",33,5084,3,0,2,1,1,0,0
4055,"restaurant",9,6412,1,2,1,1,1,3,0
4056,"restaurant",3,5844,2,3,0,3,0,0,0
4057,"bar",13,5037,2,1,1,1,1,1,0
4058,"bar",19,4292,2,0,2,1,1,0,0
4059,"bar",25,4350,0,0,4,1,1,0,0
4060,"bar",11,4326,1,1,2,1,1,0,0
4061,"restaurant",15,6740,0,0,0,5,4,0,0
4062,"restaurant",13,5054,1,1,1,1,2,1,0
4063,"restaurant",13,2130,0,0,0,1,1,1,0
4064,"restaurant",13,3644,0,0,2,2,0,1,0
4065,"bar",35,2132,0,0,0,3,0,0,0
4066,"restaurant",33,2143,0,0,0,1,2,0,0
4067,"restaurant",9,5032,1,2,0,3,0,1,0
4068,"bar",11,5791,1,2,2,2,1,0,0
4069,"bar",31,3569,3,0,2,0,0,0,0
4070,"bar",11,4976,3,1,0,1,0,2,0
4071,"restaurant",31,4242,2,0,1,1,1,1,0
4072,"restaurant",13,3604,1,0,1,1,2,0,0
4073,"bar",15,7947,1,2,2,3,1,2,0
4074,"restaurant",17,5088,1,0,1,4,1,0,0
4075,"restaurant",27,3573,1,1,2,1,0,0,0
4076,"bar",1,7257,0,0,4,3,1,2,0
4077,"bar",33,2128,0,0,0,1,0,2,0
4078,"bar",7,5682,2,0,2,2,0,2,0
4079,"restaurant",9,5862,1,1,0,5,0,1,0
4080,"restaurant",1,7345,3,0,1,3,1,2,0
4081,"restaurant",11,5127,2,1,0,3,1,0,0
4082,"restaurant",15,5657,0,2,1,3,2,0,0
4083,"bar",25,4392,0,2,1,2,1,0,0
4084,"restaurant",33,3568,0,1,1,2,1,0,0
4085,"bar",1,4320,2,2,2,0,0,0,0
4086,"bar",25,5828,1,2,2,2,1,0,0
4087,"bar",11,6556,2,1,2,3,1,0,0
4088,"bar",25,3535,2,1,2,0,0,0,0
4089,"restaurant",15,3531,2,1,0,2,0,0,0
4090,"restaurant",31,5611,1,2,2,2,0,1,0
4091,"restaurant",9,2829,0,0,3,1,0,0,0
4092,"bar",15,5083,3,2,1,0,0,1,0
4093,"restaurant",15,5146,0,2,4,0,1,0,0
4094,"restaurant",15,2198,0,1,0,1,0,1,0
4095,"bar",11,6448,0,3,2,2,1,1,0
4096,"bar",3,4392,1,1,0,3,1,0,0
4097,"restaurant",11,2941,2,1,0,0,0,1,0
4098,"bar",15,5032,0,2,0,2,1,2,0
4099,"bar",25,5041,1,2,1,2,1,0,0
4100,"bar",17,5048,0,1,2,1,1,2,0
4101,"restaurant",31,5044,0,1,4,1,1,0,0
4102,"restaurant",15,2895,0,1,2,1,0,0,0
4103,"restaurant",13,3615,0,3,0,1,1,0,0
4104,"restaurant",19,5794,2,2,0,3,0,1,0
4105,"bar",5,5800,0,0,3,0,3,2,0
4106,"restaurant",17,3620,2,0,0,1,1,1,0
4107,"restaurant",13,5739,1,2,1,1,0,3,0
4108,"restaurant",31,4295,1,1,2,0,2,0,0
4109,"bar",15,5822,2,2,2,1,1,0,0
4110,"restaurant",9,4266,0,0,4,2,0,0,0
4111,"restaurant",11,4326,0,2,1,3,0,0,0
4112,"bar",7,6510,2,0,1,5,1,0,0
4113,"restaurant",29,2133,1,1,0,1,0,0,0
4114,"restaurant",11,5017,1,2,0,2,1,1,0
4115,"bar",21,2965,0,0,2,0,1,1,0
4116,"restaurant",5,4954,1,2,1,2,0,1,0
4117,"restaurant",13,3556,0,1,2,2,0,0,0
4118,"bar",9,6504,2,1,0,4,2,0,0
4119,"bar",11,5784,0,0,0,4,3,1,0
4120,"bar",13,5060,1,1,0,4,0,1,0
4121,"bar",21,4298,4,1,0,1,0,0,0
4122,"bar",21,6551,1,2,2,3,0,1,0
4123,"restaurant",9,5674,0,4,2,1,1,0,0
4124,"restaurant",29,2898,0,2,1,1,0,0,0
4125,"restaurant",11,5082,1,1,0,1,1,3,0
4126,"restaurant",15,3578,0,0,3,0,0,2,0
4127,"bar",1,5183,0,3,3,1,0,0,0
4128,"bar",21,4286,2,1,0,1,2,0,0
4129,"bar",9,4227,1,0,3,2,0,0,0
4130,"bar",15,6520,2,3,0,3,1,0,0
4131,"restaurant",27,4959,0,0,3,1,0,3,0
4132,"restaurant",15,2870,1,0,1,2,0,0,0
4133,"bar",7,3690,0,0,2,2,1,0,0
4134,"bar",11,5813,1,0,3,1,2,1,0
4135,"bar",17,5024,2,2,0,2,1,0,0
4136,"bar",29,3563,0,0,1,3,1,0,0
4137,"bar",35,3518,1,0,0,1,0,3,0
4138,"restaurant",5,2876,0,3,0,0,0,1,0
4139,"bar",27,2995,0,0,1,1,2,0,0
4140,"restaurant",15,4949,0,1,2,2,1,1,0
4141,"restaurant",33,4541,0,0,2,3,0,1,0
4142,"restaurant",5,5632,2,3,1,1,0,1,0
4143,"bar",29,6452,0,2,4,3,0,0,0
4144,"restaurant",33,2161,1,0,0,1,0,1,0
4145,"restaurant",3,6419,1,0,1,4,1,2,0
4146,"bar",15,3619,2,0,0,0,1,2,0
4147,"bar",29,3539,0,2,1,1,0,1,0
4148,"restaurant",11,2900,1,0,1,1,1,0,0
4149,"restaurant",13,5651,0,2,3,1,1,1,0
4150,"restaurant",11,5124,0,2,1,2,2,0,0
4151,"bar",25,2098,2,0,1,0,0,0,0
4152,"restaurant",27,6418,0,2,1,1,1,4,0
4153,"restaurant",15,5085,3,0,0,2,0,2,0
4154,"bar",11,7184,2,2,1,3,1,1,0
4155,"bar",11,5746,0,0,2,3,3,0,0
4156,"restaurant",11,7944,2,1,1,3,3,1,0
4157,"restaurant",21,3569,0,1,0,3,1,0,0
4158,"restaurant",11,4401,1,2,1,1,1,0,0
4159,"restaurant",21,4279,1,2,0,2,0,1,0
4160,"restaurant",31,5768,2,1,0,1,2,2,0
4161,"restaurant",11,4401,2,0,1,1,1,1,0
4162,"bar",15,5017,2,0,1,3,1,0,0
4163,"restaurant",21,4204,1,2,2,1,0,0,0
4164,"bar",11,7283,0,1,5,1,2,1,0
4165,"restaurant",15,5695,1,2,0,4,0,1,0
4166,"bar",25,3677,1,2,1,0,0,1,0
4167,"restaurant",7,4908,1,0,1,1,1,3,0
4168,"bar",35,2138,0,0,2,0,0,1,0
4169,"bar",33,3626,2,0,1,1,0,1,0
4170,"restaurant",17,3653,1,1,0,2,1,0,0
4171,"bar",15,8083,1,3,5,1,1,0,0
4172,"bar",15,5567,1,2,3,2,0,0,0
4173,"restaurant",21,4360,1,1,1,2,1,0,0
4174,"bar",15,2945,0,1,0,3,0,0,0
4175,"bar",17,3616,2,0,2,1,0,0,0
4176,"bar",23,2862,1,1,0,0,0,2,0
4177,"restaurant",27,5918,1,1,1,3,2,0,0
4178,"bar",3,7168,2,2,4,2,0,0,0
4179,"bar",1,7821,2,3,2,2,1,1,0
4180,"bar",15,3585,0,0,3,2,0,0,0
4181,"restaurant",13,4364,0,3,0,1,2,0,0
4182,"bar",5,5693,1,2,2,2,1,0,0
4183,"restaurant",9,6550,0,1,1,6,1,0,0
4184,"restaurant",1,6596,1,0,0,5,2,1,0
4185,"restaurant",13,4997,1,1,3,2,0,0,0
4186,"restaurant",15,6338,0,1,1,3,2,2,0
4187,"bar",7,4347,0,2,0,2,0,2,0
4188,"bar",11,5080,0,0,3,1,2,1,0
4189,"bar",13,7096,1,3,3,3,0,0,0
4190,"bar",15,7134,2,3,3,2,0,0,0
4191,"restaurant",13,3638,1,1,0,1,1,1,0
4192,"bar",15,5866,0,1,2,3,1,1,0
4193,"restaurant",1,5858,1,1,1,5,0,0,0
4194,"restaurant",9,4270,1,1,1,1,1,1,0
4195,"restaurant",27,2156,1,1,0,0,0,1,0
4196,"restaurant",15,3575,0,0,1,2,0,2,0
4197,"bar",15,7123,2,2,3,2,1,0,0
4198,"restaurant",29,4960,1,2,1,1,1,1,0
4199,"bar",11,5134,1,1,3,1,0,1,0
4200,"bar",13,5566,2,2,3,1,0,0,0
4201,"restaurant",19,4243,0,5,0,1,0,0,0
4202,"bar",1,4984,1,0,2,2,1,1,0
4203,"restaurant",15,3574,2,0,1,1,1,0,0
4204,"bar",5,3525,0,1,2,2,0,0,0
4205,"restaurant",31,4278,1,2,1,1,1,0,0
4206,"restaurant",33,3592,0,1,2,1,0,1,0
4207,"bar",15,5672,2,1,2,2,0,1,0
4208,"restaurant",29,4381,0,1,1,1,2,1,0
4209,"restaurant",33,2123,0,1,0,2,0,0,0
4210,"restaurant",35,1462,1,0,0,0,1,0,0
4211,"bar",11,5861,0,2,2,3,0,1,0
4212,"bar",33,3686,0,0,2,3,0,0,0
4213,"bar",31,4353,1,1,2,1,1,0,0
4214,"bar",27,3554,1,0,1,1,1,1,0
4215,"restaurant",27,4281,1,1,0,2,1,1,0
4216,"restaurant",27,6449,1,0,1,2,2,3,0
4217,"restaurant",7,5832,1,1,2,1,1,2,0
4218,"restaurant",29,2867,0,2,1,1,0,0,0
4219,"restaurant",11,4273,1,2,1,0,2,0,0
4220,"bar",29,3592,0,1,1,2,1,0,0
4221,"restaurant",27,5100,0,1,0,4,0,2,0
4222,"restaurant",25,6691,1,2,3,2,1,0,0
4223,"restaurant",9,4987,1,1,0,3,0,2,0
4224,"restaurant",17,5812,1,1,1,1,3,1,0
4225,"bar",15,5122,0,1,2,3,0,1,0
4226,"restaurant",13,5767,0,2,2,4,0,0,0
4227,"bar",15,2940,0,0,1,0,3,0,0
4228,"restaurant",7,5782,1,1,1,3,1,1,0
4229,"restaurant",21,5016,1,1,1,2,1,1,0
4230,"bar",15,4950,1,0,1,5,0,0,0
4231,"bar",11,3559,0,2,0,1,0,2,0
4232,"bar",21,2902,0,0,1,2,1,0,0
4233,"restaurant",5,4256,0,1,1,1,0,3,0
4234,"restaurant",31,2913,1,0,0,2,1,0,0
4235,"restaurant",11,5686,1,1,1,2,2,1,0
4236,"bar",11,3536,0,4,0,1,0,0,0
4237,"bar",1,5233,3,1,2,0,1,0,0
4238,"restaurant",15,4988,0,3,0,2,2,0,0
4239,"bar",9,6330,1,1,4,1,1,1,0
4240,"restaurant",9,4303,1,1,0,2,2,0,0
4241,"restaurant",9,4318,0,2,1,1,2,0,0
4242,"restaurant",15,7310,2,0,1,4,1,2,0
4243,"bar",33,2142,0,2,0,1,0,0,0
4244,"restaurant",19,5867,0,1,0,5,2,0,0
4245,"restaurant",1,4996,0,5,1,0,1,0,0
4246,"restaurant",5,6499,2,2,0,2,1,2,0
4247,"bar",1,3660,2,0,1,2,0,0,0
4248,"bar",9,6311,3,2,0,3,1,0,0
4249,"restaurant",7,5010,0,1,3,2,0,1,0
4250,"bar",15,2916,2,1,1,0,0,0,0
4251,"restaurant",29,4914,2,2,1,2,0,0,0
4252,"bar",29,3626,0,0,1,3,1,0,0
4253,"restaurant",27,2796,0,0,0,2,2,0,0
4254,"bar",15,3625,2,0,1,2,0,0,0
4255,"bar",15,6608,1,2,3,3,0,0,0
4256,"restaurant",13,3627,1,0,1,2,1,0,0
4257,"bar",23,5767,2,1,2,2,1,0,0
4258,"restaurant",7,5739,1,2,2,0,1,2,0
4259,"restaurant",29,4311,1,1,0,1,1,2,0
4260,"bar",11,3485,0,1,2,1,1,0,0
4261,"bar",9,4252,2,0,2,1,1,0,0
4262,"restaurant",31,1398,0,1,0,0,1,0,0
4263,"restaurant",1,6507,0,2,2,3,0,2,0
4264,"bar",33,4347,2,1,0,3,0,0,0
4265,"restaurant",27,2905,1,0,0,2,1,0,0
4266,"restaurant",17,1484,0,0,1,0,0,1,0
4267,"restaurant",31,1447,2,0,0,0,0,0,0
4268,"restaurant",29,5811,2,3,1,2,0,0,0
4269,"restaurant",1,2884,1,1,0,2,0,0,0
4270,"restaurant",15,4384,0,1,1,4,0,0,0
4271,"bar",9,7065,3,0,3,3,0,1,0
4272,"restaurant",17,4351,0,0,1,4,1,0,0
4273,"restaurant",11,5816,3,1,1,3,0,0,0
4274,"restaurant",21,4325,1,2,0,2,0,1,0
4275,"restaurant",13,5733,1,2,0,2,1,2,0
4276,"restaurant",13,4285,3,1,0,1,0,1,0
4277,"bar",33,2153,0,0,0,0,1,2,0
4278,"restaurant",11,5697,0,2,1,2,0,3,0
4279,"restaurant",7,3618,1,1,0,3,0,0,0
4280,"restaurant",3,5774,1,2,1,1,1,2,0
4281,"bar",3,6420,1,1,2,3,1,1,0
4282,"restaurant",5,5724,1,2,1,3,1,0,0
4283,"restaurant",15,4313,0,3,1,1,0,1,0
4284,"bar",21,4301,1,0,0,1,2,2,0
4285,"bar",21,5011,0,1,3,2,0,1,0
4286,"restaurant",7,4386,1,1,0,3,1,0,0
4287,"restaurant",35,1482,0,0,0,2,0,0,0
4288,"bar",9,6503,0,4,2,2,0,1,0
4289,"bar",29,4992,0,2,1,2,2,0,0
4290,"restaurant",9,3656,1,1,1,2,0,0,0
4291,"bar",9,5057,2,2,0,3,0,0,0
4292,"bar",9,5756,0,2,3,1,1,1,0
4293,"restaurant",25,5777,1,2,0,1,3,1,0
4294,"restaurant",9,2946,0,1,0,2,1,0,0
4295,"restaurant",17,2210,0,0,1,0,0,2,0
4296,"bar",5,2898,1,1,0,1,1,0,0
4297,"restaurant",23,4476,1,2,0,3,0,0,0
4298,"restaurant",25,1423,0,1,0,1,0,0,0
4299,"bar",29,4351,1,0,2,3,0,0,0
4300,"restaurant",9,5038,0,0,5,2,0,0,0
4301,"restaurant",1,6289,1,2,1,3,0,2,0
4302,"restaurant",21,2872,0,2,1,0,0,1,0
4303,"restaurant",13,7176,2,1,0,5,0,2,0
